Session_ID,id,Round,SumPayoff,ChoiceSelf,ExperienceSelf,Payoff,Optimal,PayoffBetter,Hard,MouseTracking
k6e6kzsg,s1ji8y7a,6,1508,1,6,24,1,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""16""  ""mouseover"",""PayoffSelf"",""info"",""1714""  ""mouseout"",""PayoffSelf"","""",""2197""  ""mouseover"",""ExpSelf"",""info"",""2214""  ""mouseout"",""ExpSelf"","""",""2414""  ""mouseover"",""CropSelf"",""info"",""2430""  ""mouseout"",""CropSelf"","""",""2698""  ""mouseover"",""ExpSelf"",""info"",""2698""  ""mouseout"",""ExpSelf"","""",""2731"""
k6e6kzsg,s1ji8y7a,7,1508,1,7,11,1,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""19""  ""mouseover"",""PayoffSelf"",""info"",""1664""  ""mouseout"",""PayoffSelf"","""",""2023""  ""mouseover"",""ExpSelf"",""info"",""2023""  ""mouseout"",""ExpSelf"","""",""2258""  ""mouseover"",""CropSelf"",""info"",""2258""  ""mouseout"",""CropSelf"","""",""2575""  ""mouseover"",""ExpSelf"",""info"",""2575""  ""mouseout"",""ExpSelf"","""",""2641"""
k6e6kzsg,s1ji8y7a,8,1508,1,8,23,1,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""12""  ""mouseover"",""PayoffSelf"",""info"",""1121""  ""mouseout"",""PayoffSelf"","""",""1425""  ""mouseover"",""ExpSelf"",""info"",""1425""  ""mouseout"",""ExpSelf"","""",""1625""  ""mouseover"",""CropSelf"",""info"",""1641""  ""mouseout"",""CropSelf"","""",""2458""  ""mouseover"",""ExpSelf"",""info"",""2459""  ""mouseout"",""ExpSelf"","""",""2625""  ""mouseover"",""PayoffSelf"",""info"",""2642""  ""mouseout"",""PayoffSelf"","""",""2909"""
k6e6kzsg,s1ji8y7a,9,1508,1,9,17,1,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""ExpSelf"",""info"",""545""  ""mouseout"",""ExpSelf"","""",""577""  ""mouseover"",""PayoffSelf"",""info"",""594""  ""mouseout"",""PayoffSelf"","""",""611""  ""mouseover"",""PayoffSelf"",""info"",""845""  ""mouseout"",""PayoffSelf"","""",""1278""  ""mouseover"",""ExpSelf"",""info"",""1311""  ""mouseout"",""ExpSelf"","""",""1512""  ""mouseover"",""CropSelf"",""info"",""1512""  ""mouseout"",""CropSelf"","""",""1879""  ""mouseover"",""ExpSelf"",""info"",""1879""  ""mouseout"",""ExpSelf"","""",""1896"""
k6e6kzsg,s1ji8y7a,10,1508,1,10,23,1,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""19""  ""mouseover"",""PayoffSelf"",""info"",""1101""  ""mouseout"",""PayoffSelf"","""",""1268""  ""mouseover"",""PayoffSelf"",""info"",""1518""  ""mouseout"",""PayoffSelf"","""",""1568""  ""mouseover"",""ExpSelf"",""info"",""1735""  ""mouseout"",""ExpSelf"","""",""1919""  ""mouseover"",""CropSelf"",""info"",""1936""  ""mouseout"",""CropSelf"","""",""2386""  ""mouseover"",""ExpSelf"",""info"",""2386""  ""mouseout"",""ExpSelf"","""",""2636""  ""mouseover"",""PayoffSelf"",""info"",""2636""  ""mouseout"",""PayoffSelf"","""",""2652"""
k6e6kzsg,s1ji8y7a,11,1508,2,1,21,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""13""  ""mouseover"",""PayoffSelf"",""info"",""606""  ""mouseout"",""PayoffSelf"","""",""1073""  ""mouseover"",""PayoffSelf"",""info"",""1307""  ""mouseout"",""PayoffSelf"","""",""1742""  ""mouseover"",""ExpSelf"",""info"",""1742""  ""mouseout"",""ExpSelf"","""",""1991""  ""mouseover"",""CropSelf"",""info"",""2008""  ""mouseout"",""CropSelf"","""",""2425""  ""mouseover"",""ExpSelf"",""info"",""2443""  ""mouseout"",""ExpSelf"","""",""2776""  ""mouseover"",""CropSelf"",""info"",""2793""  ""mouseout"",""CropSelf"","""",""3759""  ""mouseover"",""ExpSelf"",""info"",""3759""  ""mouseout"",""ExpSelf"","""",""3827""  ""mouseover"",""PayoffSelf"",""info"",""3843""  ""mouseout"",""PayoffSelf"","""",""4461"""
k6e6kzsg,s1ji8y7a,12,1508,4,2,18,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""23""  ""mouseover"",""ExpSelf"",""info"",""493""  ""mouseout"",""ExpSelf"","""",""526""  ""mouseover"",""PayoffSelf"",""info"",""545""  ""mouseout"",""PayoffSelf"","""",""1127""  ""mouseover"",""ExpSelf"",""info"",""1146""  ""mouseout"",""ExpSelf"","""",""1344""  ""mouseover"",""CropSelf"",""info"",""1360""  ""mouseout"",""CropSelf"","""",""1745""  ""mouseover"",""ExpSelf"",""info"",""1761""  ""mouseout"",""ExpSelf"","""",""2079""  ""mouseover"",""PayoffSelf"",""info"",""2079""  ""mouseout"",""PayoffSelf"","""",""2095""  ""mouseover"",""PayoffSelf"",""info"",""3947""  ""mouseout"",""PayoffSelf"","""",""4081""  ""mouseover"",""ExpSelf"",""info"",""4098""  ""mouseout"",""ExpSelf"","""",""4247""  ""mouseover"",""CropSelf"",""info"",""4281""  ""mouseout"",""CropSelf"","""",""4681""  ""mouseover"",""ExpSelf"",""info"",""4699""  ""mouseout"",""ExpSelf"","""",""4730""  ""mouseover"",""ExpSelf"",""info"",""6216""  ""mouseout"",""ExpSelf"","""",""6283""  ""mouseover"",""CropSelf"",""info"",""6283""  ""mouseout"",""CropSelf"","""",""6616""  ""mouseover"",""ExpSelf"",""info"",""6616""  ""mouseout"",""ExpSelf"","""",""6683""  ""mouseover"",""PayoffSelf"",""info"",""6683""  ""mouseout"",""PayoffSelf"","""",""6699"""
k6e6kzsg,s1ji8y7a,13,1508,3,3,15,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""PayoffSelf"",""info"",""393""  ""mouseout"",""PayoffSelf"","""",""442""  ""mouseover"",""PayoffSelf"",""info"",""660""  ""mouseout"",""PayoffSelf"","""",""1009""  ""mouseover"",""ExpSelf"",""info"",""1009""  ""mouseout"",""ExpSelf"","""",""1276""  ""mouseover"",""CropSelf"",""info"",""1292""  ""mouseout"",""CropSelf"","""",""1844""  ""mouseover"",""ExpSelf"",""info"",""1844""  ""mouseout"",""ExpSelf"","""",""1876""  ""mouseover"",""PayoffSelf"",""info"",""1876""  ""mouseout"",""PayoffSelf"","""",""1927"""
k6e6kzsg,s1ji8y7a,14,1508,1,4,15,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""199""  ""mouseover"",""PayoffSelf"",""info"",""328""  ""mouseout"",""PayoffSelf"","""",""796""  ""mouseover"",""ExpSelf"",""info"",""796""  ""mouseout"",""ExpSelf"","""",""981""  ""mouseover"",""CropSelf"",""info"",""997""  ""mouseout"",""CropSelf"","""",""1246""  ""mouseover"",""ExpSelf"",""info"",""1246""  ""mouseout"",""ExpSelf"","""",""1263"""
k6e6kzsg,s1ji8y7a,15,1508,2,5,16,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""23""  ""mouseover"",""PayoffSelf"",""info"",""40""  ""mouseout"",""PayoffSelf"","""",""373""  ""mouseover"",""ExpSelf"",""info"",""373""  ""mouseout"",""ExpSelf"","""",""456""  ""mouseover"",""ExpSelf"",""info"",""509""  ""mouseout"",""ExpSelf"","""",""707""  ""mouseover"",""PayoffSelf"",""info"",""724""  ""mouseout"",""PayoffSelf"","""",""740"""
k6e6kzsg,s1ji8y7a,16,1508,2,6,14,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""13""  ""mouseover"",""PayoffSelf"",""info"",""1597""  ""mouseout"",""PayoffSelf"","""",""1997""  ""mouseover"",""ExpSelf"",""info"",""1997""  ""mouseout"",""ExpSelf"","""",""2248""  ""mouseover"",""CropSelf"",""info"",""2248""  ""mouseout"",""CropSelf"","""",""2714""  ""mouseover"",""ExpSelf"",""info"",""2714""  ""mouseout"",""ExpSelf"","""",""2748"""
k6e6kzsg,s1ji8y7a,17,1508,3,7,17,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""28""  ""mouseover"",""PayoffSelf"",""info"",""640""  ""mouseout"",""PayoffSelf"","""",""1157""  ""mouseover"",""ExpSelf"",""info"",""1172""  ""mouseout"",""ExpSelf"","""",""1240""  ""mouseover"",""CropSelf"",""info"",""1256""  ""mouseout"",""CropSelf"","""",""1641""  ""mouseover"",""ExpSelf"",""info"",""1658""  ""mouseout"",""ExpSelf"","""",""1690"""
k6e6kzsg,s1ji8y7a,18,1508,4,8,19,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""23""  ""mouseover"",""PayoffSelf"",""info"",""626""  ""mouseout"",""PayoffSelf"","""",""1110""  ""mouseover"",""ExpSelf"",""info"",""1128""  ""mouseout"",""ExpSelf"","""",""1244""  ""mouseover"",""CropSelf"",""info"",""1343""  ""mouseout"",""CropSelf"","""",""1611""  ""mouseover"",""ExpSelf"",""info"",""1627""  ""mouseout"",""ExpSelf"","""",""1711"""
k6e6kzsg,s1ji8y7a,19,1508,4,9,20,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""PayoffSelf"",""info"",""624""  ""mouseout"",""PayoffSelf"","""",""1124""  ""mouseover"",""ExpSelf"",""info"",""1141""  ""mouseout"",""ExpSelf"","""",""1408""  ""mouseover"",""CropSelf"",""info"",""1408""  ""mouseout"",""CropSelf"","""",""2009""  ""mouseover"",""ExpSelf"",""info"",""2009""  ""mouseout"",""ExpSelf"","""",""2044"""
k6e6kzsg,s1ji8y7a,20,1508,4,10,25,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""27""  ""mouseover"",""PayoffSelf"",""info"",""570""  ""mouseout"",""PayoffSelf"","""",""1087""  ""mouseover"",""ExpSelf"",""info"",""1103""  ""mouseout"",""ExpSelf"","""",""1287""  ""mouseover"",""CropSelf"",""info"",""1338""  ""mouseout"",""CropSelf"","""",""1654""  ""mouseover"",""ExpSelf"",""info"",""1670""  ""mouseout"",""ExpSelf"","""",""1755"""
k6e6kzsg,s1ji8y7a,21,1508,4,11,20,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""11""  ""mouseover"",""ExpSelf"",""info"",""313""  ""mouseout"",""ExpSelf"","""",""434""  ""mouseover"",""PayoffSelf"",""info"",""582""  ""mouseout"",""PayoffSelf"","""",""1016""  ""mouseover"",""ExpSelf"",""info"",""1033""  ""mouseout"",""ExpSelf"","""",""1283""  ""mouseover"",""CropSelf"",""info"",""1283""  ""mouseout"",""CropSelf"","""",""1650""  ""mouseover"",""ExpSelf"",""info"",""1650""  ""mouseout"",""ExpSelf"","""",""1668"""
k6e6kzsg,s1ji8y7a,22,1508,4,12,21,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""16""  ""mouseover"",""PayoffSelf"",""info"",""876""  ""mouseout"",""PayoffSelf"","""",""1310""  ""mouseover"",""ExpSelf"",""info"",""1326""  ""mouseout"",""ExpSelf"","""",""1427""  ""mouseover"",""CropSelf"",""info"",""1460""  ""mouseout"",""CropSelf"","""",""1744""  ""mouseover"",""ExpSelf"",""info"",""1744""  ""mouseout"",""ExpSelf"","""",""1794"""
k6e6kzsg,s1ji8y7a,23,1508,4,13,18,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""11""  ""mouseover"",""PayoffSelf"",""info"",""584""  ""mouseout"",""PayoffSelf"","""",""1000"""
k6e6kzsg,s1ji8y7a,24,1508,4,14,16,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""17""  ""mouseover"",""PayoffSelf"",""info"",""537""  ""mouseout"",""PayoffSelf"","""",""587""  ""mouseover"",""PayoffSelf"",""info"",""803""  ""mouseout"",""PayoffSelf"","""",""1120""  ""mouseover"",""ExpSelf"",""info"",""1121""  ""mouseout"",""ExpSelf"","""",""1221""  ""mouseover"",""CropSelf"",""info"",""1254""  ""mouseout"",""CropSelf"","""",""1622""  ""mouseover"",""ExpSelf"",""info"",""1622""  ""mouseout"",""ExpSelf"","""",""1638"""
k6e6kzsg,s1ji8y7a,25,1508,4,15,17,4,19,1,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""26""  ""mouseover"",""PayoffSelf"",""info"",""504""  ""mouseout"",""PayoffSelf"","""",""921""  ""mouseover"",""ExpSelf"",""info"",""937""  ""mouseout"",""ExpSelf"","""",""1089""  ""mouseover"",""CropSelf"",""info"",""1157""  ""mouseout"",""CropSelf"","""",""1556""  ""mouseover"",""ExpSelf"",""info"",""1573""  ""mouseout"",""ExpSelf"","""",""1639"""
k6e6kzsg,s1ji8y7a,26,1508,1,16,10,2,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24"""
k6e6kzsg,s1ji8y7a,27,1508,3,17,11,2,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""ExpSelf"",""info"",""1075""  ""mouseout"",""ExpSelf"","""",""1491""  ""mouseover"",""CropSelf"",""info"",""1508""  ""mouseout"",""CropSelf"","""",""1625""  ""mouseover"",""ExpSelf"",""info"",""1641""  ""mouseout"",""ExpSelf"","""",""1725""  ""mouseover"",""PayoffSelf"",""info"",""1742""  ""mouseout"",""PayoffSelf"","""",""2075""  ""mouseover"",""ExpSelf"",""info"",""2075""  ""mouseout"",""ExpSelf"","""",""2125""  ""mouseover"",""CropSelf"",""info"",""2143""  ""mouseout"",""CropSelf"","""",""2509""  ""mouseover"",""ExpSelf"",""info"",""2509""  ""mouseout"",""ExpSelf"","""",""2525"""
k6e6kzsg,s1ji8y7a,28,1508,4,18,7,2,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""12""  ""mouseover"",""PayoffSelf"",""info"",""811""  ""mouseout"",""PayoffSelf"","""",""1194""  ""mouseover"",""ExpSelf"",""info"",""1211""  ""mouseout"",""ExpSelf"","""",""1461""  ""mouseover"",""CropSelf"",""info"",""1494""  ""mouseout"",""CropSelf"","""",""2046""  ""mouseover"",""ExpSelf"",""info"",""2046""  ""mouseout"",""ExpSelf"","""",""2078"""
k6e6kzsg,s1ji8y7a,29,1508,2,19,14,2,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""PayoffSelf"",""info"",""602""  ""mouseout"",""PayoffSelf"","""",""985""  ""mouseover"",""ExpSelf"",""info"",""985""  ""mouseout"",""ExpSelf"","""",""1101""  ""mouseover"",""CropSelf"",""info"",""1120""  ""mouseout"",""CropSelf"","""",""1369""  ""mouseover"",""ExpSelf"",""info"",""1385""  ""mouseout"",""ExpSelf"","""",""1402"""
k6e6kzsg,s1ji8y7a,30,1508,2,20,12,2,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""14""  ""mouseover"",""PayoffSelf"",""info"",""687""  ""mouseout"",""PayoffSelf"","""",""1070""  ""mouseover"",""ExpSelf"",""info"",""1086""  ""mouseout"",""ExpSelf"","""",""1452""  ""mouseover"",""CropSelf"",""info"",""1503""  ""mouseout"",""CropSelf"","""",""2037""  ""mouseover"",""ExpSelf"",""info"",""2071""  ""mouseout"",""ExpSelf"","""",""2170""  ""mouseover"",""PayoffSelf"",""info"",""2170""  ""mouseout"",""PayoffSelf"","""",""2220"""
k6e6kzsg,s1ji8y7a,31,1508,1,1,9,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""49""  ""mouseover"",""PayoffSelf"",""info"",""460""  ""mouseout"",""PayoffSelf"","""",""910""  ""mouseover"",""ExpSelf"",""info"",""910""  ""mouseout"",""ExpSelf"","""",""1161""  ""mouseover"",""CropSelf"",""info"",""1177""  ""mouseout"",""CropSelf"","""",""1511"""
k6e6kzsg,s1ji8y7a,32,1508,4,2,9,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""11""  ""mouseover"",""PayoffSelf"",""info"",""518""  ""mouseout"",""PayoffSelf"","""",""902""  ""mouseover"",""ExpSelf"",""info"",""918""  ""mouseout"",""ExpSelf"","""",""1085""  ""mouseover"",""CropSelf"",""info"",""1102""  ""mouseout"",""CropSelf"","""",""1586""  ""mouseover"",""ExpSelf"",""info"",""1586""  ""mouseout"",""ExpSelf"","""",""1619"""
k6e6kzsg,s1ji8y7a,33,1508,3,3,12,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""13""  ""mouseover"",""PayoffSelf"",""info"",""713""  ""mouseout"",""PayoffSelf"","""",""1114""  ""mouseover"",""ExpSelf"",""info"",""1114""  ""mouseout"",""ExpSelf"","""",""1213""  ""mouseover"",""CropSelf"",""info"",""1246""  ""mouseout"",""CropSelf"","""",""1647""  ""mouseover"",""ExpSelf"",""info"",""1647""  ""mouseout"",""ExpSelf"","""",""1681""  ""mouseover"",""ExpSelf"",""info"",""3983""  ""mouseout"",""ExpSelf"","""",""4250""  ""mouseover"",""CropSelf"",""info"",""4382""  ""mouseout"",""CropSelf"","""",""4767""  ""mouseover"",""ExpSelf"",""info"",""4767""  ""mouseout"",""ExpSelf"","""",""4801"""
k6e6kzsg,s1ji8y7a,34,1508,3,4,14,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""25""  ""mouseover"",""PayoffSelf"",""info"",""227""  ""mouseout"",""PayoffSelf"","""",""434""  ""mouseover"",""PayoffSelf"",""info"",""517""  ""mouseout"",""PayoffSelf"","""",""1051"""
k6e6kzsg,s1ji8y7a,35,1508,3,5,14,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""15""  ""mouseover"",""PayoffSelf"",""info"",""500""  ""mouseout"",""PayoffSelf"","""",""850""  ""mouseover"",""ExpSelf"",""info"",""867""  ""mouseout"",""ExpSelf"","""",""917""  ""mouseover"",""CropSelf"",""info"",""917""  ""mouseout"",""CropSelf"","""",""1151"""
k6e6kzsg,s1ji8y7a,36,1508,3,6,9,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""193""  ""mouseover"",""PayoffSelf"",""info"",""447""  ""mouseout"",""PayoffSelf"","""",""914""  ""mouseover"",""ExpSelf"",""info"",""914""  ""mouseout"",""ExpSelf"","""",""1098""  ""mouseover"",""CropSelf"",""info"",""1114""  ""mouseout"",""CropSelf"","""",""1365""  ""mouseover"",""ExpSelf"",""info"",""1382""  ""mouseout"",""ExpSelf"","""",""1465"""
k6e6kzsg,s1ji8y7a,37,1508,3,7,11,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""25""  ""mouseover"",""PayoffSelf"",""info"",""690""  ""mouseout"",""PayoffSelf"","""",""1207""  ""mouseover"",""ExpSelf"",""info"",""1207""  ""mouseout"",""ExpSelf"","""",""1340""  ""mouseover"",""CropSelf"",""info"",""1356""  ""mouseout"",""CropSelf"","""",""1791""  ""mouseover"",""ExpSelf"",""info"",""1791""  ""mouseout"",""ExpSelf"","""",""1840"""
k6e6kzsg,s1ji8y7a,38,1508,3,8,15,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""14""  ""mouseover"",""PayoffSelf"",""info"",""690""  ""mouseout"",""PayoffSelf"","""",""1057"""
k6e6kzsg,s1ji8y7a,39,1508,3,9,11,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""24""  ""mouseover"",""PayoffSelf"",""info"",""518""  ""mouseout"",""PayoffSelf"","""",""601""  ""mouseover"",""ExpSelf"",""info"",""618""  ""mouseout"",""ExpSelf"","""",""693""  ""mouseover"",""PayoffSelf"",""info"",""735""  ""mouseout"",""PayoffSelf"","""",""985"""
k6e6kzsg,s1ji8y7a,40,1508,3,10,13,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""18""  ""mouseover"",""PayoffSelf"",""info"",""1176""  ""mouseout"",""PayoffSelf"","""",""1326""  ""mouseover"",""PayoffSelf"",""info"",""1460""  ""mouseout"",""PayoffSelf"","""",""1642"""
k6e6kzsg,s1ji8y7a,41,1508,3,11,15,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""21""  ""mouseover"",""PayoffSelf"",""info"",""1198""  ""mouseout"",""PayoffSelf"","""",""1549"""
k6e6kzsg,s1ji8y7a,42,1508,3,12,13,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""17""  ""mouseover"",""CropSelf"",""info"",""1524""  ""mouseout"",""CropSelf"","""",""1808""  ""mouseover"",""ExpSelf"",""info"",""1823""  ""mouseout"",""ExpSelf"","""",""2174""  ""mouseover"",""PayoffSelf"",""info"",""2191""  ""mouseout"",""PayoffSelf"","""",""3192""  ""mouseover"",""ExpSelf"",""info"",""3192""  ""mouseout"",""ExpSelf"","""",""3458""  ""mouseover"",""CropSelf"",""info"",""3459""  ""mouseout"",""CropSelf"","""",""3760""  ""mouseover"",""ExpSelf"",""info"",""3760""  ""mouseout"",""ExpSelf"","""",""3792"""
k6e6kzsg,s1ji8y7a,43,1508,3,13,13,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""16""  ""mouseover"",""PayoffSelf"",""info"",""700""  ""mouseout"",""PayoffSelf"","""",""1033""  ""mouseover"",""ExpSelf"",""info"",""1050""  ""mouseout"",""ExpSelf"","""",""1551""  ""mouseover"",""CropSelf"",""info"",""1567""  ""mouseout"",""CropSelf"","""",""1985""  ""mouseover"",""ExpSelf"",""info"",""2001""  ""mouseout"",""ExpSelf"","""",""2036"""
k6e6kzsg,s1ji8y7a,44,1508,3,14,14,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""17""  ""mouseover"",""PayoffSelf"",""info"",""446""  ""mouseout"",""PayoffSelf"","""",""763""  ""mouseover"",""ExpSelf"",""info"",""780""  ""mouseout"",""ExpSelf"","""",""947""  ""mouseover"",""CropSelf"",""info"",""947""  ""mouseout"",""CropSelf"","""",""1247""  ""mouseover"",""ExpSelf"",""info"",""1247""  ""mouseout"",""ExpSelf"","""",""1264"""
k6e6kzsg,s1ji8y7a,45,1508,3,15,15,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""28""  ""mouseover"",""PayoffSelf"",""info"",""1207""  ""mouseout"",""PayoffSelf"","""",""1507""  ""mouseover"",""ExpSelf"",""info"",""1523""  ""mouseout"",""ExpSelf"","""",""1591""  ""mouseover"",""CropSelf"",""info"",""1607""  ""mouseout"",""CropSelf"","""",""1891""  ""mouseover"",""ExpSelf"",""info"",""1907""  ""mouseout"",""ExpSelf"","""",""1940"""
k6e6kzsg,s1ji8y7a,46,1508,3,16,13,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""22""  ""mouseover"",""PayoffSelf"",""info"",""1896""  ""mouseout"",""PayoffSelf"","""",""2181"""
k6e6kzsg,s1ji8y7a,47,1508,3,17,14,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""19""  ""mouseover"",""PayoffSelf"",""info"",""767""  ""mouseout"",""PayoffSelf"","""",""784""  ""mouseover"",""ExpSelf"",""info"",""800""  ""mouseout"",""ExpSelf"","""",""967""  ""mouseover"",""PayoffSelf"",""info"",""985""  ""mouseout"",""PayoffSelf"","""",""1618"""
k6e6kzsg,s1ji8y7a,48,1508,3,18,11,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""13""  ""mouseover"",""PayoffSelf"",""info"",""740""  ""mouseout"",""PayoffSelf"","""",""1408"""
k6e6kzsg,s1ji8y7a,49,1508,3,19,12,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""15""  ""mouseover"",""PayoffSelf"",""info"",""828""  ""mouseout"",""PayoffSelf"","""",""1629""  ""mouseover"",""ExpSelf"",""info"",""1645""  ""mouseout"",""ExpSelf"","""",""1896""  ""mouseover"",""CropSelf"",""info"",""2030""  ""mouseout"",""CropSelf"","""",""2330""  ""mouseover"",""ExpSelf"",""info"",""2346""  ""mouseout"",""ExpSelf"","""",""2396""  ""mouseover"",""PayoffSelf"",""info"",""2396""  ""mouseout"",""PayoffSelf"","""",""2429"""
k6e6kzsg,s1ji8y7a,50,1508,3,20,11,3,13,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""26""  ""mouseover"",""PayoffSelf"",""info"",""545""  ""mouseout"",""PayoffSelf"","""",""945""  ""mouseover"",""ExpSelf"",""info"",""945""  ""mouseout"",""ExpSelf"","""",""1345"""
k6e6kzsg,s1ji8y7a,51,1508,1,1,13,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""48"""
k6e6kzsg,s1ji8y7a,52,1508,3,2,13,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""21""  ""mouseover"",""PayoffSelf"",""info"",""569""  ""mouseout"",""PayoffSelf"","""",""1171""  ""mouseover"",""PayoffSelf"",""info"",""3506""  ""mouseout"",""PayoffSelf"","""",""3522""  ""mouseover"",""ExpSelf"",""info"",""3522""  ""mouseout"",""ExpSelf"","""",""3605""  ""mouseover"",""ExpSelf"",""info"",""3706""  ""mouseout"",""ExpSelf"","""",""3823""  ""mouseover"",""ExpSelf"",""info"",""3957""  ""mouseout"",""ExpSelf"","""",""3990""  ""mouseover"",""CropSelf"",""info"",""3990""  ""mouseout"",""CropSelf"","""",""4323"""
k6e6kzsg,s1ji8y7a,53,1508,4,3,12,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""13""  ""mouseover"",""PayoffSelf"",""info"",""959""  ""mouseout"",""PayoffSelf"","""",""1293""  ""mouseover"",""ExpSelf"",""info"",""1327""  ""mouseout"",""ExpSelf"","""",""1426""  ""mouseover"",""PayoffSelf"",""info"",""1443""  ""mouseout"",""PayoffSelf"","""",""1476"""
k6e6kzsg,s1ji8y7a,54,1508,2,4,12,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""19""  ""mouseover"",""PayoffSelf"",""info"",""778""  ""mouseout"",""PayoffSelf"","""",""927""  ""mouseover"",""ExpSelf"",""info"",""944""  ""mouseout"",""ExpSelf"","""",""1361""  ""mouseover"",""CropSelf"",""info"",""1361""  ""mouseout"",""CropSelf"","""",""1878""  ""mouseover"",""ExpSelf"",""info"",""1878""  ""mouseout"",""ExpSelf"","""",""2130""  ""mouseover"",""PayoffSelf"",""info"",""2161""  ""mouseout"",""PayoffSelf"","""",""2712"""
k6e6kzsg,s1ji8y7a,55,1508,2,5,12,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""16""  ""mouseover"",""PayoffSelf"",""info"",""591""  ""mouseout"",""PayoffSelf"","""",""957""  ""mouseover"",""ExpSelf"",""info"",""958""  ""mouseout"",""ExpSelf"","""",""1208""  ""mouseover"",""CropSelf"",""info"",""1209""  ""mouseout"",""CropSelf"","""",""1642""  ""mouseover"",""ExpSelf"",""info"",""1642""  ""mouseout"",""ExpSelf"","""",""1709"""
k6e6kzsg,s1ji8y7a,56,1508,3,6,13,1,15,0,"""event"",""name"",""value"",""time""  ""onload"",""body"",""body"",""23""  ""mouseover"",""PayoffSelf"",""info"",""692""  ""mouseout"",""PayoffSelf"","""",""826""  ""mouseover"",""ExpSelf"",""info"",""842""  ""mouseout"",""ExpSelf"","""",""1210""  ""mouseover"",""CropSelf"",""info"",""1260""  ""mouseout"",""CropSelf"","""",""1610""  ""mouseover"",""ExpSelf"",""info"",""1610""  ""mouseout"",""ExpSelf"","""",""1660"""
