"Session_ID","id","ID_In_Session","Round","SumPayoff","ChoiceSelf","ExperienceSelf","Choice1","Choice2","Choice3","Experience1","Experience2","Experience3","Payoff","group_id","Optimal","PayoffBetter","Hard","Correct","n1","n2","n3","n4","ChoiceSelf_ms","Payoff_ms","ExperienceSelf_ms","Choice1_ms","Choice2_ms","Choice3_ms","Experience1_ms","Experience2_ms","Experience3_ms","Prop_Choice","Dur_Choice","Prop_Exp","Dur_Exp","n1_obs","n2_obs","n3_obs","n4_obs","Choice1_obs","Choice2_obs","Choice3_obs","Experience1_obs","Experience2_obs","Experience3_obs","Phase","TempChange","TimeSinceChange","ExpStable"
"8sh1mnar","2cshenfr",4,41,1464,2,16,2,2,0,6,11,1,21,1,2,19,0,1,0,2,0,0,0,1059,401,317,284,351,668,316,135,1,952,1,1119,0,2,0,0,2,2,0,6,11,1,2,0,16,16
"8sh1mnar","2cshenfr",4,42,1464,2,17,2,2,2,12,7,2,20,1,2,19,0,1,0,3,0,0,117,799,466,283,383,334,467,400,184,1,1000,1,1051,0,3,0,0,2,2,2,12,7,2,2,0,17,17
"8sh1mnar","2cshenfr",4,43,1464,2,18,2,2,2,8,13,3,20,1,2,19,0,1,0,3,0,0,249,733,335,250,248,151,313,250,217,1,649,1,780,0,3,0,0,2,2,2,8,13,3,2,0,18,18
"8sh1mnar","2cshenfr",4,44,1464,1,19,2,2,2,4,9,14,17,1,2,19,0,0,0,3,0,0,350,572,333,233,184,200,452,117,83,1,617,1,652,0,3,0,0,2,2,2,4,9,14,2,0,19,19
"8sh1mnar","2cshenfr",4,45,1464,2,20,2,1,2,15,5,10,20,1,2,19,0,1,1,2,0,0,317,723,752,266,234,484,952,615,318,1,984,1,1885,1,2,0,0,2,1,2,15,5,10,2,0,20,20
"8sh1mnar","2cshenfr",4,46,1464,4,1,4,4,4,6,11,16,19,2,4,19,0,1,0,0,0,3,451,435,434,300,318,333,267,83,16,1,951,1,366,0,0,0,3,4,4,4,6,11,16,2,0,21,1
"8sh1mnar","2cshenfr",4,47,1464,2,2,4,4,4,7,17,12,16,2,4,19,0,0,0,0,0,3,184,432,201,251,184,51,0,50,33,1,486,0.666666666666667,83,0,0,0,3,4,4,4,0,17,12,2,0,22,2
"8sh1mnar","2cshenfr",4,48,1464,1,3,2,4,4,18,13,8,14,2,4,19,0,0,0,1,0,2,217,633,384,567,216,217,470,217,117,1,1000,1,804,0,1,0,2,2,4,4,18,13,8,2,0,23,3
"8sh1mnar","2cshenfr",4,49,1464,4,4,1,2,4,19,14,9,17,2,4,19,0,1,1,1,0,1,218,900,634,202,751,435,417,651,534,1,1388,1,1602,1,1,0,1,1,2,4,19,14,9,2,0,24,4
"8sh1mnar","2cshenfr",4,50,1464,1,5,1,4,1,20,10,15,16,2,4,19,0,0,2,0,0,1,300,602,352,734,552,516,467,335,234,1,1802,1,1036,2,0,0,1,1,4,1,20,10,15,2,0,25,5
"8sh1mnar","2cshenfr",4,51,1464,4,6,0,4,4,1,16,11,9,2,3,13,1,0,0,0,0,2,384,603,451,218,268,300,0,418,416,1,786,0.666666666666667,834,0,0,0,2,0,4,4,0,16,11,3,1,1,1
"8sh1mnar","2cshenfr",4,52,1464,1,7,2,1,2,12,17,2,13,2,3,13,1,0,1,2,0,0,284,434,569,266,615,267,484,416,150,1,1148,1,1050,1,2,0,0,2,1,2,12,17,2,3,0,2,2
"8sh1mnar","2cshenfr",4,53,1464,2,8,3,2,1,3,18,13,9,2,3,13,1,0,1,1,1,0,419,400,214,216,301,651,533,302,234,1,1168,1,1069,1,1,1,0,3,2,1,3,18,13,3,0,3,3
"8sh1mnar","2cshenfr",4,54,1464,3,9,4,3,3,4,19,14,12,2,3,13,1,1,0,0,2,1,0,802,274,0,417,0,266,651,384,0.333333333333333,417,1,1301,0,0,1,0,0,3,0,4,19,14,3,0,4,4
"8sh1mnar","2cshenfr",4,55,1464,4,10,3,3,4,5,15,20,10,2,3,13,1,0,0,0,2,1,332,585,683,380,300,484,283,683,516,1,1164,1,1482,0,0,2,1,3,3,4,5,15,20,3,0,5,5
"8sh1mnar","2cshenfr",4,56,1464,1,11,1,1,0,16,6,1,7,2,3,13,1,0,2,0,0,0,217,752,534,551,300,265,568,333,250,1,1116,1,1151,2,0,0,0,1,1,0,16,6,1,3,0,6,6
"8sh1mnar","2cshenfr",4,57,1464,3,12,1,3,1,7,17,2,12,2,3,13,1,1,2,0,1,0,200,383,300,282,300,284,0,318,117,1,866,0.666666666666667,435,2,0,1,0,1,3,1,0,17,2,3,0,7,7
"8sh1mnar","2cshenfr",4,58,1464,3,13,3,4,3,18,8,3,12,2,3,13,1,1,0,0,2,1,215,700,552,517,250,301,565,351,217,1,1068,1,1133,0,0,2,1,3,4,3,18,8,3,3,0,8,8
"8sh1mnar","2cshenfr",4,59,1464,3,14,3,3,3,9,4,19,11,2,3,13,1,1,0,0,3,0,284,767,518,301,267,451,302,319,467,1,1019,1,1088,0,0,3,0,3,3,3,9,4,19,3,0,9,9
"8sh1mnar","2cshenfr",4,60,1464,4,15,4,3,3,20,5,10,13,2,3,13,1,0,0,0,2,1,101,1035,566,600,334,299,673,251,234,1,1233,1,1158,0,0,2,1,4,3,3,20,5,10,3,0,10,10
"8sh1mnar","2cshenfr",4,61,1464,1,16,4,0,3,11,1,6,5,2,3,13,1,0,0,0,1,1,319,1504,784,984,499,334,816,572,466,1,1817,1,1854,0,0,1,1,4,0,3,11,1,6,3,0,11,11
"8sh1mnar","2cshenfr",4,62,1464,4,17,3,4,3,7,2,12,15,2,3,13,1,0,0,0,2,1,66,901,534,267,267,217,416,202,183,1,751,1,801,0,0,2,1,3,4,3,7,2,12,3,0,12,12
"8sh1mnar","2cshenfr",4,63,1464,4,18,2,3,3,3,8,13,8,2,3,13,1,0,0,1,2,0,301,842,650,301,318,283,267,167,0,1,902,0.666666666666667,434,0,1,2,0,2,3,3,3,8,0,3,0,13,13
"8sh1mnar","2cshenfr",4,64,1464,3,19,3,3,3,9,4,14,12,2,3,13,1,1,0,0,3,0,167,366,287,335,299,417,434,149,185,1,1051,1,768,0,0,3,0,3,3,3,9,4,14,3,0,14,14
"8sh1mnar","2cshenfr",4,65,1464,3,20,3,3,3,5,15,10,13,2,3,13,1,1,0,0,3,0,150,801,798,534,366,368,1002,551,436,1,1268,1,1989,0,0,3,0,3,3,3,5,15,10,3,0,15,15
"8sh1mnar","2cshenfr",4,66,1464,1,1,4,1,1,11,16,6,10,1,1,13,1,1,2,0,0,1,653,751,698,568,700,234,583,468,334,1,1502,1,1385,2,0,0,1,4,1,1,11,16,6,3,0,16,1
"8sh1mnar","2cshenfr",4,67,1464,2,2,1,1,1,7,17,12,5,1,1,13,1,0,3,0,0,0,267,1019,652,384,184,283,399,632,267,1,851,1,1298,3,0,0,0,1,1,1,7,17,12,3,0,17,2
"8sh1mnar","2cshenfr",4,68,1464,3,3,4,1,1,18,8,13,13,1,1,13,1,0,2,0,0,1,350,584,634,549,285,68,468,301,301,1,902,1,1070,2,0,0,1,4,1,1,18,8,13,3,0,18,3
"8sh1mnar","2cshenfr",4,69,1464,4,4,1,1,4,14,9,19,8,1,1,13,1,0,2,0,0,1,768,1034,868,836,518,482,1221,818,534,1,1836,1,2573,2,0,0,1,1,1,4,14,9,19,3,0,19,4
"8sh1mnar","2cshenfr",4,70,1464,3,5,4,1,4,20,15,10,8,1,1,13,1,0,1,0,0,2,0,518,0,0,0,0,195,0,0,0,0,0.333333333333333,195,0,0,0,0,0,0,0,20,0,0,3,0,20,5
"8sh1mnar","2cshenfr",4,71,1464,2,6,4,0,2,16,1,11,12,1,1,13,1,0,0,1,0,1,268,749,301,266,250,316,583,450,317,1,832,1,1350,0,1,0,1,4,0,2,16,1,11,3,0,21,6
"8sh1mnar","2cshenfr",4,72,1464,2,7,4,3,4,2,12,17,7,1,1,13,1,0,0,0,1,2,300,1369,552,535,301,369,183,551,299,1,1205,1,1033,0,0,1,2,4,3,4,2,12,17,3,0,22,7
"8sh1mnar","2cshenfr",4,73,1464,3,8,1,4,1,3,18,13,11,1,1,13,1,0,2,0,0,1,133,484,316,333,451,334,434,316,183,1,1118,1,933,2,0,0,1,1,4,1,3,18,13,3,0,23,8
"8sh1mnar","2cshenfr",4,74,1464,1,9,1,1,2,19,14,4,12,1,1,13,1,1,2,1,0,0,250,833,485,952,666,267,752,318,350,1,1885,1,1420,2,1,0,0,1,1,2,19,14,4,3,0,24,9
"8sh1mnar","2cshenfr",4,75,1464,1,10,2,3,1,20,5,15,17,1,1,13,1,1,1,1,1,0,102,935,716,519,602,316,333,618,33,1,1437,1,984,1,1,1,0,2,3,1,20,5,15,3,0,25,10
"8sh1mnar","2cshenfr",4,76,1464,1,11,0,3,1,1,6,16,15,1,4,17,1,0,1,0,1,0,1118,1236,833,302,284,284,651,300,284,1,870,1,1235,1,0,1,0,0,3,1,1,6,16,4,1,1,1
"8sh1mnar","2cshenfr",4,77,1464,3,12,3,1,1,17,7,2,15,1,4,17,1,0,2,0,1,0,167,1269,200,648,249,250,564,450,282,1,1147,1,1296,2,0,1,0,3,1,1,17,7,2,4,0,2,2
"8sh1mnar","2cshenfr",4,78,1464,1,13,3,4,1,18,8,3,15,1,4,17,1,0,1,0,1,1,466,670,604,517,785,551,635,649,733,1,1853,1,2017,1,0,1,1,3,4,1,18,8,3,4,0,3,3
"8sh1mnar","2cshenfr",4,79,1464,4,14,2,3,1,9,19,4,11,1,4,17,1,1,1,1,1,0,215,835,267,752,267,267,449,17,0,1,1286,0.666666666666667,466,1,1,1,0,2,3,1,9,19,0,4,0,4,4
"8sh1mnar","2cshenfr",4,80,1464,2,15,1,3,2,5,20,10,15,1,4,17,1,0,1,1,1,0,0,568,0,0,0,0,18,0,0,0,0,0.333333333333333,18,0,0,0,0,0,0,0,5,0,0,4,0,5,5
"8sh1mnar","2cshenfr",4,81,1464,2,16,1,3,0,11,6,1,17,1,4,17,1,0,1,0,1,0,498,999,635,485,583,568,267,548,667,1,1636,1,1482,1,0,1,0,1,3,0,11,6,1,4,0,6,6
"8sh1mnar","2cshenfr",4,82,1464,2,17,1,3,4,12,7,2,21,1,4,17,1,0,1,0,1,1,0,435,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7
"8sh1mnar","2cshenfr",4,83,1464,2,18,2,1,4,8,13,3,18,1,4,17,1,0,1,1,0,1,182,798,567,316,233,218,367,201,84,1,767,1,652,1,1,0,1,2,1,4,8,13,3,4,0,8,8
"8sh1mnar","2cshenfr",4,84,1464,2,19,3,2,2,4,14,9,15,1,4,17,1,0,0,2,1,0,183,717,352,268,183,250,202,100,66,1,701,1,368,0,2,1,0,3,2,2,4,14,9,4,0,9,9
"8sh1mnar","2cshenfr",4,85,1464,3,20,2,2,2,15,10,5,9,1,4,17,1,0,0,3,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10
"8sh1mnar","2cshenfr",4,86,1464,2,1,2,2,1,16,6,11,21,2,2,17,1,1,1,2,0,0,284,599,632,717,0,0,1086,353,467,0.333333333333333,717,1,1906,0,1,0,0,2,0,0,16,6,11,4,0,11,1
"8sh1mnar","2cshenfr",4,87,1464,2,2,2,2,1,7,17,12,22,2,2,17,1,1,1,2,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,2
"8sh1mnar","2cshenfr",4,88,1464,2,3,2,2,2,18,8,13,24,2,2,17,1,1,0,3,0,0,166,744,351,265,100,284,217,201,99,1,649,1,517,0,3,0,0,2,2,2,18,8,13,4,0,13,3
"8sh1mnar","2cshenfr",4,89,1464,2,4,2,2,2,14,9,19,14,2,2,17,1,1,0,3,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,4
"8sh1mnar","2cshenfr",4,90,1464,2,5,1,1,2,10,20,15,13,2,2,17,1,1,2,1,0,0,583,768,753,749,683,603,300,0,0,1,2035,0.333333333333333,300,2,1,0,0,1,1,2,10,0,0,4,0,15,5
"8sh1mnar","2cshenfr",4,91,1464,2,6,1,0,2,11,1,16,21,2,2,17,1,1,1,1,0,0,417,784,535,901,950,400,0,0,0,1,2251,0,0,1,1,0,0,1,0,2,0,0,0,4,0,16,6
"8sh1mnar","2cshenfr",4,92,1464,2,7,4,2,2,2,17,12,17,2,2,17,1,1,0,2,0,1,436,333,200,700,300,351,252,34,150,1,1351,1,436,0,2,0,1,4,2,2,2,17,12,4,0,17,7
"8sh1mnar","2cshenfr",4,93,1464,2,8,2,2,2,3,13,18,14,2,2,17,1,1,0,3,0,0,282,734,266,336,417,318,284,200,384,1,1071,1,868,0,3,0,0,2,2,2,3,13,18,4,0,18,8
"8sh1mnar","2cshenfr",4,94,1464,4,9,2,2,4,19,14,4,18,2,2,17,1,0,0,2,0,1,250,717,302,298,319,317,0,0,0,1,934,0,0,0,2,0,1,2,2,4,0,0,0,4,0,19,9
"8sh1mnar","2cshenfr",4,95,1464,4,10,1,2,2,5,15,20,12,2,2,17,1,0,1,2,0,0,218,468,84,249,200,266,17,50,0,1,715,0.666666666666667,67,1,2,0,0,1,2,2,5,15,0,4,0,20,10
"8sh1mnar","2cshenfr",4,96,1464,2,11,3,2,0,6,16,1,18,2,2,17,1,1,0,1,1,0,702,1369,818,833,516,1337,518,751,447,1,2686,1,1716,0,1,1,0,3,2,0,6,16,1,4,0,21,11
"8sh1mnar","2cshenfr",4,97,1464,2,12,2,4,3,17,2,7,14,2,2,17,1,1,0,1,1,1,400,1049,82,568,535,316,0,0,0,1,1419,0,0,0,1,1,1,2,4,3,0,0,0,4,0,22,12
"8sh1mnar","2cshenfr",4,98,1464,4,13,2,4,4,18,3,8,11,2,2,17,1,0,0,1,0,2,564,433,819,429,636,743,216,316,333,1,1808,1,865,0,1,0,2,2,4,4,18,3,8,4,0,23,13
"8sh1mnar","2cshenfr",4,99,1464,2,14,1,4,2,9,4,19,21,2,2,17,1,1,1,1,0,1,403,633,234,502,884,752,300,250,367,1,2138,1,917,1,1,0,1,1,4,2,9,4,19,4,0,24,14
"8sh1mnar","2cshenfr",4,100,1464,2,15,4,1,4,20,10,5,16,2,2,17,1,1,1,0,0,2,234,367,234,83,67,0,0,16,0,0.666666666666667,150,0.333333333333333,16,1,0,0,1,4,1,0,0,10,0,4,0,25,15
"8sh1mnar","1gtj56b9",5,1,1460,3,1,NA,NA,NA,NA,NA,NA,13,1,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"8sh1mnar","1gtj56b9",5,2,1460,3,2,2,1,3,2,2,2,14,1,3,15,0,1,1,1,1,0,1233,4569,968,983,1151,734,1369,751,1169,1,2868,1,3289,1,1,1,0,2,1,3,2,2,2,1,0,2,2
"8sh1mnar","1gtj56b9",5,3,1460,3,3,2,3,1,3,3,3,16,1,3,15,0,1,1,1,1,0,1069,2503,718,1051,2136,1970,736,0,0,1,5157,0.333333333333333,736,1,1,1,0,2,3,1,3,0,0,1,0,3,3
"8sh1mnar","1gtj56b9",5,4,1460,1,4,3,4,2,4,4,4,14,1,3,15,0,0,0,1,1,1,585,3137,617,451,502,784,551,51,16,1,1737,1,618,0,1,1,1,3,4,2,4,4,4,1,0,4,4
"8sh1mnar","1gtj56b9",5,5,1460,2,5,3,3,2,5,5,5,11,1,3,15,0,0,0,1,2,0,586,1836,852,733,701,733,334,0,0,1,2167,0.333333333333333,334,0,1,2,0,3,3,2,5,0,0,1,0,5,5
"8sh1mnar","1gtj56b9",5,6,1460,3,6,3,1,0,6,6,1,14,1,3,15,0,1,1,0,1,0,734,1101,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6
"8sh1mnar","1gtj56b9",5,7,1460,4,7,4,4,2,7,7,2,14,1,3,15,0,0,0,1,0,2,383,1384,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7
"8sh1mnar","1gtj56b9",5,8,1460,4,8,4,2,4,3,8,8,12,1,3,15,0,0,0,1,0,2,483,869,551,0,0,0,33,0,0,0,0,0.333333333333333,33,0,0,0,0,0,0,0,3,0,0,1,0,8,8
"8sh1mnar","1gtj56b9",5,9,1460,3,9,4,1,2,9,4,9,14,1,3,15,0,1,1,1,0,1,584,900,635,0,0,0,33,0,0,0,0,0.333333333333333,33,0,0,0,0,0,0,0,9,0,0,1,0,9,9
"8sh1mnar","1gtj56b9",5,10,1460,1,10,2,3,4,10,5,10,13,1,3,15,0,0,0,1,1,1,584,1584,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10
"8sh1mnar","1gtj56b9",5,11,1460,1,11,1,0,3,11,1,6,11,1,3,15,0,0,1,0,1,0,934,1317,67,818,1650,1335,0,434,0,1,3803,0.333333333333333,434,1,0,1,0,1,0,3,0,1,0,1,0,11,11
"8sh1mnar","1gtj56b9",5,12,1460,3,12,2,3,1,12,7,2,14,1,3,15,0,1,1,1,1,0,501,1169,333,400,951,468,901,1636,550,1,1819,1,3087,1,1,1,0,2,3,1,12,7,2,1,0,12,12
"8sh1mnar","1gtj56b9",5,13,1460,3,13,1,3,1,8,13,3,15,1,3,15,0,1,2,0,1,0,416,2268,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13
"8sh1mnar","1gtj56b9",5,14,1460,4,14,3,3,2,14,9,4,10,1,3,15,0,0,0,1,2,0,567,1018,350,434,419,418,368,0,32,1,1271,0.666666666666667,400,0,1,2,0,3,3,2,14,0,4,1,0,14,14
"8sh1mnar","1gtj56b9",5,15,1460,3,15,3,3,3,15,5,10,17,1,3,15,0,1,0,0,3,0,450,636,267,2268,752,1300,469,351,435,1,4320,1,1255,0,0,3,0,3,3,3,15,5,10,1,0,15,15
"8sh1mnar","1gtj56b9",5,16,1460,4,16,3,0,4,6,1,11,13,1,3,15,0,0,0,0,1,1,633,617,101,883,2187,1770,0,249,316,1,4840,0.666666666666667,565,0,0,1,1,3,0,4,0,1,11,1,0,16,16
"8sh1mnar","1gtj56b9",5,17,1460,1,17,1,3,1,2,7,12,14,1,3,15,0,0,2,0,1,0,484,883,33,933,918,715,0,0,67,1,2566,0.333333333333333,67,2,0,1,0,1,3,1,0,0,12,1,0,17,17
"8sh1mnar","1gtj56b9",5,18,1460,3,18,4,2,1,3,13,8,16,1,3,15,0,1,1,1,0,1,335,817,217,350,385,466,0,0,50,1,1201,0.333333333333333,50,1,1,0,1,4,2,1,0,0,8,1,0,18,18
"8sh1mnar","1gtj56b9",5,19,1460,1,19,1,1,3,9,4,14,13,1,3,15,0,0,2,0,1,0,819,1502,316,716,667,433,0,0,0,1,1816,0,0,2,0,1,0,1,1,3,0,0,0,1,0,19,19
"8sh1mnar","1gtj56b9",5,20,1460,3,20,3,3,1,15,5,10,16,1,3,15,0,1,1,0,2,0,1787,2318,682,635,536,617,132,0,0,1,1788,0.333333333333333,132,1,0,2,0,3,3,1,15,0,0,1,0,20,20
"8sh1mnar","1gtj56b9",5,21,1460,2,1,2,2,1,6,16,11,12,2,1,15,0,0,1,2,0,0,751,1069,831,453,567,584,0,0,0,1,1604,0,0,1,2,0,0,2,2,1,0,0,0,1,0,21,1
"8sh1mnar","1gtj56b9",5,22,1460,1,2,2,1,1,7,12,17,15,2,1,15,0,1,2,1,0,0,367,533,84,0,0,0,33,0,0,0,0,0.333333333333333,33,0,0,0,0,0,0,0,7,0,0,1,0,22,2
"8sh1mnar","1gtj56b9",5,23,1460,1,3,1,1,1,8,13,18,13,2,1,15,0,1,3,0,0,0,2553,3722,3586,2034,936,551,4439,2282,2050,1,3521,1,8771,3,0,0,0,1,1,1,8,13,18,1,0,23,3
"8sh1mnar","1gtj56b9",5,24,1460,3,4,1,1,4,19,14,9,11,2,1,15,0,0,2,0,0,1,1217,568,184,985,1067,750,350,50,0,1,2802,0.666666666666667,400,2,0,0,1,1,1,4,19,14,0,1,0,24,4
"8sh1mnar","1gtj56b9",5,25,1460,4,5,3,1,1,10,20,15,11,2,1,15,0,0,2,0,1,0,1087,650,351,619,583,367,83,0,0,1,1569,0.333333333333333,83,2,0,1,0,3,1,1,10,0,0,1,0,25,5
"8sh1mnar","1gtj56b9",5,26,1460,3,6,0,2,1,1,11,16,17,2,4,19,0,0,1,1,0,0,1034,550,351,84,0,0,83,0,0,0.333333333333333,84,0.333333333333333,83,0,0,0,0,0,0,0,1,0,0,2,1,1,1
"8sh1mnar","1gtj56b9",5,27,1460,2,7,3,4,1,12,2,17,16,2,4,19,0,0,1,0,1,1,685,908,567,519,601,654,0,0,0,1,1774,0,0,1,0,1,1,3,4,1,0,0,0,2,0,2,2
"8sh1mnar","1gtj56b9",5,28,1460,3,8,3,4,4,13,18,3,15,2,4,19,0,0,0,0,1,2,683,684,753,515,334,484,1033,1600,2602,1,1333,1,5235,0,0,1,2,3,4,4,13,18,3,2,0,3,3
"8sh1mnar","1gtj56b9",5,29,1460,1,9,4,2,3,4,19,14,15,2,4,19,0,0,0,1,1,1,1070,2431,3250,1801,883,401,801,0,0,1,3085,0.333333333333333,801,0,1,1,1,4,2,3,4,0,0,2,0,4,4
"8sh1mnar","1gtj56b9",5,30,1460,4,10,4,3,3,5,20,15,20,2,4,19,0,1,0,0,2,1,384,517,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5
"8sh1mnar","1gtj56b9",5,31,1460,1,11,0,4,3,1,6,16,18,2,4,19,0,0,0,0,1,1,400,701,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6
"8sh1mnar","1gtj56b9",5,32,1460,1,12,4,2,3,7,2,17,19,2,4,19,0,0,0,1,1,1,896,1885,1352,100,0,0,66,0,0,0.333333333333333,100,0.333333333333333,66,0,0,0,1,4,0,0,7,0,0,2,0,7,7
"8sh1mnar","1gtj56b9",5,33,1460,2,13,3,3,2,18,3,8,16,2,4,19,0,0,0,1,2,0,717,802,219,703,567,452,0,0,0,1,1722,0,0,0,1,2,0,3,3,2,0,0,0,2,0,8,8
"8sh1mnar","1gtj56b9",5,34,1460,4,14,2,3,3,9,19,4,20,2,4,19,0,1,0,1,2,0,585,886,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,9
"8sh1mnar","1gtj56b9",5,35,1460,4,15,1,3,3,10,5,20,19,2,4,19,0,1,1,0,2,0,568,1151,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10
"8sh1mnar","1gtj56b9",5,36,1460,3,16,1,4,0,11,6,1,18,2,4,19,0,0,1,0,0,1,550,733,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,11
"8sh1mnar","1gtj56b9",5,37,1460,4,17,4,4,3,7,2,12,19,2,4,19,0,1,0,0,1,2,816,849,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,12
"8sh1mnar","1gtj56b9",5,38,1460,1,18,4,4,3,8,3,13,15,2,4,19,0,0,0,0,1,2,317,567,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,13
"8sh1mnar","1gtj56b9",5,39,1460,4,19,4,4,4,14,4,9,18,2,4,19,0,1,0,0,0,3,718,533,266,551,550,667,0,0,0,1,1768,0,0,0,0,0,3,4,4,4,0,0,0,2,0,14,14
"8sh1mnar","1gtj56b9",5,40,1460,2,20,4,4,4,15,10,5,14,2,4,19,0,0,0,0,0,3,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,15
"8sh1mnar","1gtj56b9",5,41,1460,2,1,2,2,2,11,16,6,17,1,2,19,0,1,0,3,0,0,234,884,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,1
"8sh1mnar","1gtj56b9",5,42,1460,2,2,2,2,2,12,7,17,22,1,2,19,0,1,0,3,0,0,534,902,351,201,300,352,0,0,101,1,853,0.333333333333333,101,0,3,0,0,2,2,2,0,0,17,2,0,17,2
"8sh1mnar","1gtj56b9",5,43,1460,2,3,2,2,2,13,18,8,19,1,2,19,0,1,0,3,0,0,986,1751,817,466,333,518,0,0,0,1,1317,0,0,0,3,0,0,2,2,2,0,0,0,2,0,18,3
"8sh1mnar","1gtj56b9",5,44,1460,1,4,2,2,2,14,9,19,15,1,2,19,0,0,0,3,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,4
"8sh1mnar","1gtj56b9",5,45,1460,2,5,2,1,2,15,20,10,20,1,2,19,0,1,1,2,0,0,301,885,284,200,267,383,0,0,51,1,850,0.333333333333333,51,1,2,0,0,2,1,2,0,0,10,2,0,20,5
"8sh1mnar","1gtj56b9",5,46,1460,2,6,2,2,0,16,11,1,20,1,2,19,0,1,0,2,0,0,483,484,666,249,216,449,265,151,267,1,914,1,683,0,2,0,0,2,2,0,16,11,1,2,0,21,6
"8sh1mnar","1gtj56b9",5,47,1460,3,7,3,2,2,2,17,12,17,1,2,19,0,0,0,2,1,0,218,734,229,152,267,434,0,0,51,1,853,0.333333333333333,51,0,2,1,0,3,2,2,0,0,12,2,0,22,7
"8sh1mnar","1gtj56b9",5,48,1460,2,8,2,2,2,18,13,3,20,1,2,19,0,1,0,3,0,0,217,668,267,134,301,469,0,0,49,1,904,0.333333333333333,49,0,3,0,0,2,2,2,0,0,3,2,0,23,8
"8sh1mnar","1gtj56b9",5,49,1460,4,9,2,2,2,14,4,19,16,1,2,19,0,0,0,3,0,0,299,551,301,166,284,401,0,0,85,1,851,0.333333333333333,85,0,3,0,0,2,2,2,0,0,19,2,0,24,9
"8sh1mnar","1gtj56b9",5,50,1460,2,10,2,2,2,20,15,5,20,1,2,19,0,1,0,3,0,0,701,818,182,649,633,732,485,17,35,1,2014,1,537,0,3,0,0,2,2,2,20,15,5,2,0,25,10
"8sh1mnar","1gtj56b9",5,51,1460,2,11,2,0,2,16,1,6,8,1,1,13,1,0,0,2,0,0,932,251,416,300,484,450,0,0,0,1,1234,0,0,0,2,0,0,2,0,2,0,0,0,3,1,1,1
"8sh1mnar","1gtj56b9",5,52,1460,3,12,2,3,3,7,17,2,13,1,1,13,1,0,0,1,2,0,0,583,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
"8sh1mnar","1gtj56b9",5,53,1460,4,13,1,1,4,3,8,18,8,1,1,13,1,0,2,0,0,1,368,550,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
"8sh1mnar","1gtj56b9",5,54,1460,1,14,3,4,1,19,9,4,15,1,1,13,1,1,1,0,1,1,349,566,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4
"8sh1mnar","1gtj56b9",5,55,1460,1,15,3,1,1,10,5,20,16,1,1,13,1,1,2,0,1,0,334,836,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5
"8sh1mnar","1gtj56b9",5,56,1460,4,16,1,0,4,11,1,6,7,1,1,13,1,0,1,0,0,1,367,751,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6
"8sh1mnar","1gtj56b9",5,57,1460,3,17,4,1,1,12,7,2,4,1,1,13,1,0,2,0,0,1,334,1603,318,300,368,400,0,0,50,1,1068,0.333333333333333,50,2,0,0,1,4,1,1,0,0,2,3,0,7,7
